,text,annotator_1,annotator_2,annotator_3,gold_label
394,"wahi to sir ji, kanoon to andha hota hae, ho sakta hae MLA ne murder karwaya ho aur ho sakta hae k MLA ko phasane k liye kisi ne.",no,no,yes,no
395,Samajwadi party ka naam badlkr sharmindgi wali party rkh deni chahiye jahn aye din roj ldkiyo se rape hoti h.,no,no,yes,no
396,ye to galat ho gya kisi ek taraf reho ni to bajrangdal wale tumhare hath se inka murder na kerwa de,no,no,no,no
397,Ab yeh toh khoon karne se pehle sochna chahiye tha na? Earth shakes when a big tree falls bhi bol dala.,no,no,no,no
398,Nahi lekin pyare miyan ko insaf mill jaye ga uss ki ammi ke rape aur uss ke natije maen pyare miyan ki paidaish ka.,no,no,yes,no
399,beharhaal phansi ho usi tarha jis tarha usne zainab ko strangulate kiya hai voh saza bhi kam hai bohat kam...bohat kam,no,no,yes,no
400,Pyar Nasha Hai Video Song HATE STORY 4 Neha Kakkar Tony Kakkar Karan Wahi: http://youtu.be/jTJeSEEsW7g?a  via @YouTube,yes,yes,yes,no
401,Mohabbat Nasha Hai Video Song HATE STORY 4 Neha Kakkar Tony Kakkar Karan Wahi T Series: http://youtu.be/yqxBuMfQQ48?a  via @YouTube,yes,yes,yes,no
402,han tu V hoja fir mai uske saath tera bhi murder karne aungi.,no,no,no,no
403,Bhai tumahare yaha bhi to rape hote hai abhi #Zainab ka rape hua tha puri duniya ne dekha tha ki pakistan women's ke liye kitna safe hai,no,no,yes,no
404,"Masoom Zainab k sath rape or murder case ka mawazina Shahrukh Jatoi k case sy heran kun hy, buhat bari debate hosakti hy",no,no,yes,no
405,Hume bhi waisa hi laga tha jab shriman rajyasabha na bheje jaane par vidhwa vilaap kar rahe the. I hate u kejru,yes,yes,yes,yes
406,"Sale MC mere desh ka PM MODI imandar hai ye hum sab jante hain,, Baki Modi kya hai usse huko koi matlab nahi. Desh me Kai aise Kejriwal honge Jo murder kiye honge toh Tujhe hum murderer samjhe kya haram ke pille",no,no,no,no
407,This shows tolerance limit of Gujju .. Gujjuo ko badnaam din raat karta hai or Abhi tak ya zinda kaisa hai .. Kamaal ka thanda khoon hai gujjus ka https://twitter.com/sanjivbhatt/status/965166605541011456 …,yes,no,no,no
408,Woow woow woow aj say almost 3500 years pehly 1 jadugarni ki tajposhi howe Thi isbeal nam ki us k b kartot kalay thay same like baji mariyam aur us aurat ko usi ki public mai say kisi nay murder her https://twitter.com/hinaparvezbutt/status/965155801814925312 …,yes,no,no,no
409,Aapne sirf inke liye twitter khol rakha hai na bas ..sirf inko nahi bhoolte aap kabhi bhi ..aap bhi mujh jaise se hate kerte ho ..love them and love to block me ..aapko bhi sirf inki hi baate achchi lagti hai,yes,yes,yes,no
410,Agr aap Sab Shilpa ko Hate krte ho and Uske against tweet krte toh means aap sirf Shilpa Hater ho,yes,yes,yes,no
411,Agr aap sab Hina ke fans ho toh pls sirf aur sirf @eyehinakhan ke baare mein hi tweets kro,no,no,no,no
412,KYa timepass kar rahi hai....sadak pe kisi se bhi poochoge to bolega hi ki rape roko...is this a selfie campaign,no,no,yes,no
413,Ja be tujhse baat hi kaun kr rha h I just hate tera ro sir aur baki mujhe kisise problem nhi h tu mujhe hate kr ya na kr main tujhe hate nhi karungi kyunki main sirf uss chashme wale Tom cruise ki hater hoon aur kisiki nhi aur uska reason wo tweet tha jo usne luv k liye kia tha !,yes,yes,yes,no
414,Woh bhi Bhaag k arhay jinhein janti bhi nhi lol,yes,no,no,no
415,"Who does Katiyar think he is ?Rahat Indore ji rightly said....Kirayedar hain kisi ka zayati makaan thodi hai....sabhi ka khoon hai shamil is mitti mein....Hindu,Muslim,Sikh,Isaayi.....Hindustan kisi ke baap ka thodi hai....",no,no,no,no
416,RAMJI ne ayodhya pahle bhi vanwaas le liya that bjp RSS ko Kyu aag laga Kar wahi mandir ke name par khoon bahana hai,no,no,yes,no
417,Haha... Kulbushan aur Kashmir singh jaison ko mat bheja kro terrorism khatam hojai ga,yes,no,no,yes
418,Farooq bhai.jitne bi beiman log hai..er.rashid jaise un sabko yahan pe tag karo.unke ankhe kholo.cant believe.hizbul ne hurriyat ka rape kia,no,no,yes,no
419,to tu poor kat ko ata hate list se https://twitter.com/variaholic/status/893356844780896257 …,yes,yes,yes,yes
420,"Had those shorts, hate them because zoyanyuka! Ungazibhaqa uhamba ze",yes,yes,yes,no
421,Hagney gayi hogi! Kisi ney rape tu nahi kardiya ?,no,no,yes,no
422,agar dandy bhaiya jaisi akal om ko hoti to story aage kaise bhadti hate - love story se hi story lambi hoti hai na yar,yes,yes,yes,yes
423,@Musa_Kashmiri tum saale porn film dekh kar kashmiriyo ka rape karte ho.,no,no,yes,yes
424,Aunty lecture bad ma pehlay jisko chamba house ma rape k bad qatal kara uska kon hisab daiga?Ayesha ahad ko kon insaf dilaiga?hai koi jawab?,no,no,yes,no
425,@RahulReply Rahul Ko Khud hi lgta I hate him. Helpful hai. Achi baatein krta. Flirt krta hai Boht. Kuch Kuch hota hai Rahul tum ni samjhoge.,yes,yes,yes,yes
426,"aor jo apni hi parlimentarian ko rape kar k murder karwa de..aor dosron ki biviyon ko talaq dilwa k khud shadi ker le,uske suporetr ky hein",no,no,yes,yes
427,Main taan kuch boliya nahin Tusi odo kee kardey jado gurmeher kaur nu rape diya dhamkiya ditiya tuhadey kuttey ABvP tey RSS dey kuttey ney,no,no,yes,no
428,Maine kab hate kiya. Rona band kro https://twitter.com/ziyahassan/status/893423550094336000 …,yes,yes,yes,no
429,Bhai Jada apekha mat karo ye log India ke liye Jada kuch karte nahi agar karte to Pakistan Ko aid ke Nam par terrorism ke liye paisa na dete,no,no,yes,no
430,Inki party ki auraton ka to rape kiya jata hai!,no,no,yes,no
431,Kya Qusoor Hai Amala Ka After Evan-Viraj-Suveer Sunny to rape Amala https://goo.gl/fb/2FxB4U  #StarPlus #Colors,no,no,yes,no
432,Idk!! Pata nhi kyun hate kiye jaa rahe hain!!,yes,yes,yes,no
433,"Kya Qusoor Hai Amala Ka: After Evan-Viraj-Suveer, Sunny to rape Amala",no,no,yes,no
434,Are wo hamesha bolti bolne do crow he caaaw caaaw nhi karegi to fotaage kaise Melega Abhi Arya hate romance enjoy karo,yes,yes,yes,no
435,aik insaan 4 shadiyaan ke hain  ab yeah kisse kay rape karnay apna gussa share nahin kersakta hai kiyoon usnay khud 4 shaadiyan ke hain .,no,no,yes,no
436,usss mai yai likha tha k Rabia Anum ka rape bhi Imran Khan nai kiya. https://twitter.com/RabiaAnumm/status/893156437295329281 …,yes,no,yes,no
437,N pedomuhammed kya hai be? 09 saal ki aisha ka rape karne wala pedophile cum rapist. Aaj zinda hota to saale rapist ko lynch kar deti junta,no,no,yes,yes
438,"tumne harneet mam ka IV nahi pada wahi bola tha, jab IPKKND band horaha tha tab harneet mam ne hate mail kiya tha gul mam ko",yes,yes,yes,no
439,ke time gulmam ko hate mail kiya tha na? aap karo tho sahi hum karke tho galat,yes,yes,yes,no
440,Nopes... Nahin hai .. Fans hate it and Haters hate it... Pata chal jaaega ki public ko kaise lag rahi hai,yes,yes,yes,yes
441,I hate saajun...kya dikha rahe hai ye log,yes,yes,yes,yes
442,@Harneetsin  i hate u aap #rikara fanse ke saath esa kyon kr rahe ho batao na agr #Ishqbaaaz me accha SS ni de sakte to #DBO fir start karo,yes,yes,yes,yes
443,same I hate him too.....kamina abhi zameen se nikla nhi hai puri tarah aur harkate,yes,yes,yes,yes
444,#Ishqbaaaz ye lo yrkkh ka ek aur promo de diya star plus ne Matlab iss show ka Har week promo aur ib ka ek bhi nahi. Really hate star plus,yes,yes,yes,yes
445,Socho tableeli ki kb tak hum bhutto k name pe muhtrma k name pe vote dete rahe gaiy aor ye choor loog hmare khoon passinay ki kamai khate ha,yes,no,yes,no
446,Tum hate kaise kr liye...,yes,yes,yes,no
447,Tmne kaha hai baki log bhi manein ge. Us pe kaha hai. Wese bhi I hate naeem ul haq. Acha hai is se tou jan chutay gi.,yes,yes,yes,yes
448,Tere jaise chutyo ki wajah se srk ko hate krte sab .badha le hater .,yes,yes,yes,no
449,Koi kuchh kare ham nahi maante e v M kuchh lochcha hai yadi e vm hate nahi to desh jal jaayega,yes,yes,yes,no
450,Mere marnay ki ya hate deni ki?,yes,yes,yes,no
451,Agr watan se har kism ka jurm/terrorism khatm krna hai or taraki dilani hai to watan se sare be-eman lutere siyasatdano ka khatma zaruri hai,no,no,no,no
452,Bhai ye log ye nara apni bahano ka rape karne me istemal karte h bas,no,no,yes,no
453,"Bhaiya Jalore say Paani chLa gaya , ab kyu Jaa rahe ho . ppl hate you there",yes,yes,yes,yes
454,Lodu sale terrorism Kya hota h Pakistan sari duniys ki dikha rha h. Band kar bhopadi ke. Saeed ke pille,no,no,no,no
455,kon rape aur aurton ko bech raha hai,no,no,yes,no
456,I hate them  jeon seokjin  https://twitter.com/foreheadjeon/status/893114179560902657 …,yes,yes,yes,no
457,Hate hate Babari DhamkakaGana In: http://youtu.be/PMTTrC8NDQA?a  via @YouTube,yes,yes,yes,yes
458,Chavhanke toh roz rajnath se milta hai..nahi milega fir rape case reopen  Ho jayega,no,no,yes,no
459,Jwahar khan isliye hate karta tha shree subhash Chandra bosh se pic.twitter.com/yNDPNEv2NF,yes,yes,yes,yes
460,Ye wo ladkiyan hai jo badi asani se rape case laga deti hai,no,no,yes,no
461,"Bhai tum apna sambhal lo, hum apne ka ker lete hain kuj. 2017 maen kitnay rape hoye mumbai maen??",no,no,yes,no
462,Kat ke badh Anu hogi tere hate list main  https://twitter.com/variaholic/status/893177844464984064 …,yes,yes,yes,no
463,"Barabar ho raha he actress ke sath, rape bhi hona chahiye actress ke satha sale bibhats sinc dete samay sochna chahiye",no,no,yes,no
464,Hahah i hate this yaar. Garlic ki tou smell hi nahi jati hai,yes,yes,yes,no
465,pti walayuchal rahay hain aik tweet pr...r dusri taraf noon walay apni party membr ka rape kar k mar dethay hain aur koee poochtha nahi..,no,no,yes,no
466,India pak ka hamesha rape karta hai,no,no,yes,no
467,#CongressFor2019  Sukanya KA fir rape hoga...woh to hote he rahte hain pic.twitter.com/aGng39a6yF,no,no,yes,no
468,iska bhaiya rape kar ke bhag gaya hai.. isko kuch mila nahi isliye kafa hai,no,no,yes,no
469,Is it okay to hate someone who is dead?,yes,yes,yes,no
470,I hate you nawaz shareef dhoka dey dya tumny bhi aakhirsab corrupt mene party badal li am with ik now,yes,yes,yes,yes
471,Usne toh sirf party Badli.... tere Khandaan ne toh wahi dharm apnaya jis dharm ke sainiko tere khandaan ka murder aur rape kiya ....,no,no,yes,no
472,Guest house me rape ho kr qatal Hui hn,no,no,yes,no
473,"Lucky you. I can bet vo mujhe kabhi bhi follow nhi karenge. Qki mein CA hu, jinko vo hate karte hain. ""Bahi Ko Sahi"" karne waale samajhdar h",yes,yes,yes,yes
474,@sureshkumar8873 hate ko ghas Khe la ne gay a hai,yes,yes,yes,no
475,Enhi fans ne sabhi ko SRK se hate karne pe majboor kar diya,yes,yes,yes,yes
476,"Banda ek baar soch le ki chal khud ko Indian man lun, lekin yaar yeh lynching, rape, gau mutr, is sab ka bhoja kaun uthayega",no,no,yes,no
477,Jis tarha quaid-e-azam par 1 larrki nay jhota rape ka case banaya tha train main..aj ausi darmay ko colourful adakaron pe shoot keya gaya.,no,no,yes,no
478,"bhai sab thik hain..tum srk ko hate karte ho ,thik hai..but krk ko sir bol rahe ho,.....wtf...usli 90% fake followers hain...",yes,yes,yes,yes
479,Madhav ji ..pak.kis tarah ki bhasha samajta hai aap to acchi tarah se jante hain..jab tak pak rahega cross boarder terrorism khatm nhi hoga.,no,no,no,no
480,Abbi abhi khabar aye hai bada inkishaf hua hai ke Imran Khan ke khilaf jhuta propaganda krne pr twitter ne hamid mir ka rape kr diya .,no,no,yes,no
481,Iska  @iamsrk gang rape ho gaya,no,no,yes,no
482,Ab raat ho gayi hai ghar sai bahar mat ana warna rape ho jai gi chal bhag bhosdiki,no,no,yes,no
483,Kia wo rape sy barh kr Hai,no,no,yes,no
484,I hate her yaar. Har koi issi ka name diye jaa raha ha. :/,yes,yes,yes,yes
485,jesa khan begerat he wese hi hon ge in pojne wale i hate niazi pasha 2 no,yes,yes,yes,yes
486,Mere jaan i hate geo..but hamid mir..Ik ka bht allaaw frend hai..dear koi girl media pay awen e ni ati..imran farsihta ni.insan hai..,yes,yes,yes,yes
487,Now i hate aap or kejri ..ye chhal kinrajniti h,yes,yes,yes,yes
488,pehlay tu yeh bata teri bhai ne teri bhen ka rape kiya tu usme se to nahi?salay chutiya log kaunsa zamanay mein rehtay hain. kali gand.,yes,no,yes,no
489,Padho tumhari terrorism padhyi. Ham to desh bhakt hi thik hai,no,no,yes,no
490,Tu jakar apni bakriyon ki our gadho ki our apni panchayto ko rok jo jo ek kadki ka rape karwatebhai pure gaav ke saamne,no,no,yes,no
491,#Beyhadh Arya fan par Arjun Kyu hate list me aate ja rhe ho.Maya k liye socha ki usko kaisa laga hoga bachpan me baap ab tum sab dhoke baaz,yes,yes,yes,no
492,We hate naam sethi,yes,yes,yes,yes
493,"Bhai nuksan , pain, izzat to sirf ek ladki ke he gyi, jisne rape kiya uska to kuch bhi nhai gya",no,no,yes,no
494,aisa kuch nahi. I hate it.,yes,yes,yes,yes
495,Tumche gambhirya disale amhala Mahad durghtnechya veli... Shame on Prakash Mehta...we hate corruption mind it.. guilty asal tar sodnar nahi,yes,yes,yes,yes
496,Bhai tum log pehle apne mulk ko sudharo phir pakistan mein dekho india mein har din  rape hote hain googel pe yeh bhi zara dekho janab,no,no,yes,no
497,Bhati sab ek foji ne asma jahngir ki sath rape kia tha air ek bacha hoa so adalat gye insaf ni mila tu ab wo media ko be na bteye had ha  https://twitter.com/arifhameed15/status/893143523901440000 …,yes,no,yes,no
498,LOLZZZ. is pagal rundistani k twitter pe kisne account banadiya. chosde ka apni gav mata ko bacha aur apni beti ko gang rape se.chal phut,yes,no,yes,no
499,I hate shopping not i go for it bas kabhi zbrdsti :( bhyi kya main khawateen k dabbay sy kharij hun?,yes,yes,yes,yes
500,same 2 same neha mujhe bhi thand bohat lagti hai ñd i hate winter .  i wait 4 summer but abhi toh 5 mahine thand mein jeena hai .,yes,yes,yes,yes
501,"Gau rakshak kahan hai, unki maata ka rape hogaya hai",no,no,yes,no
502,@BeingSalmanKhan o jhandu balm Aaj mera Ek fauzi Bhai shaheed hua J&k me Islamic terrorism Ki goli se tu chutiya Aaj tweet nhi krega jhantu,yes,no,yes,no
503,Kitni shiddat se u hate pyar!,yes,yes,yes,no
504,,no,no,no,yes
505,"@SharadYadavMP Party bana bhi loge to Bahut jaldi PM ban jaoge neta ji , Modi hate me pagal ho gaye ho Nitish ko akl aa gayee 20  mahine me",yes,yes,yes,yes
506,Kasi haters gonnaa hate hate hate hate,yes,yes,yes,no
507,"Bharat k musalmano ne har terrorism ko nakar diya,aj har din ap mobe bana kar nirdosh musalmano ki hatya kar rahe phir bhi Muslim silent",no,no,no,no
508,jab apka sabse acha friend he apka mazak bana ne lage to sumjh lo dosti naam ki koi chez nahi hote i hate u @Chutkla aap ko to maine apna,yes,yes,yes,yes
509,"5)Pushpa i hate tamatar re ,bahut mahnge hai #TwistItUp",yes,yes,yes,yes
510,"Peshawar ki clock idhar kyu dhika rahe ho, suna ki pak me sirf aur sirf bakri ko rape kar jata he",no,no,yes,no
511,Dekh Tere sansar ki halat Kya hogai bhagwan k bachiye ko rape krha musalman pic.twitter.com/aFNtgX0uiG,no,no,yes,no
512,Pushpa! I hate tinde ki sabzi re!,yes,yes,yes,yes
513,Isko Allah ne aadesh diya hoga ya kuran Mai likha hoga ya khuda ye Tera kesa dhrm h jo Tu spne Mai aake rape krne ko khta h,no,no,yes,no
514,1aurat ny pore Twitter ko ganda kar diya. Koi aysha ko batye rape hota hia tu medical bhi hota hia ilzam lagya hai tu sabot bhi dy,no,no,yes,no
515,mujhe ludo se sirf Rt khani hai..i hate ludo,yes,yes,yes,yes
516,Agar Allah na Karen Imran y Kisi aur ki Behan pe ESA ilzam hota kya saboot istarah mange hate kuch khuda Ka khof Karen,yes,yes,yes,yes
517,@sardanarohit school me jbran islam Kabul karvane par chup? Aur vabdematarm pe jaise kisi ka rape ho gaya ho vaise behaviour karte hai.,no,no,yes,no
518,school me ya kahi vandemataram bolne pe pure Bharat me jaise kisi kom par rape ho gaya ho vaise behaviour karte he.par school me islam kabul,no,no,yes,no
519,"Asaram Bapu Ji per case banata hi nhi hai, FIR me rape ka ullek nhi hai - DR Swamy.",no,no,yes,no
520,Vipaksh ko jab koi kaam nahi tha toh woh in ladkiyon KA huq cheen Liya.b4 UP WAS rape-molestation capital. CRIME KI DUNIYA KA BADSHAH tha,no,no,yes,no
521,PMLN itni beghert party hai k ye kal @MaryamNSharif ko bhi Imran khan par rape ka ilzam lagany k lye bhol sakti hai be sharm nawaz ganja,no,no,yes,no
522,Irony gaumata ke Naam per terrorism khud phela rakhey hai half chaddi aur half knowledge dangouras hai Islam duniya banne se lekar aaj tak,no,no,no,no
523,Bibi ko hate pasand hai,yes,yes,yes,no
524,Yad hate hi honke pic.twitter.com/A2KPEq2xqh,yes,yes,yes,no
525,Dekho bhai very simple jab kise bhi lady ka rape hoga to mera dost public place main zahir hai nai hoga kise soonsan jaga phir he hoga,no,no,yes,no
526,The Nation hate Gulalai. Gulalai ne apna aur  apne saare khandan ka sar  sharam se  jhuka dia.  Lekin  sharam se to WO nawaqif hein.,yes,yes,yes,yes
527,"N we hate u ,tereko log bas gaali dene ke liye follow karte hai...tu kabhi apne comments khol ke padta hai??Log kitni gaaliya dete h tujhe",yes,yes,yes,yes
528,"mullah fatwa nikala Jai shree ram bolnepe , idhar to sasura Bachdeka rape kardia bolo un katuwa loganko fatwa nikale  @sardesairajdeephttps://twitter.com/NeetuGarg6/status/893003131793035264 …",yes,no,yes,no
529,Gula lai ko choro ye batao aysha ahad ka kiya bana jiska rape kia tha hamza shahbaz nay kiya ameer muqam nay usay cal q nahen ki,no,no,yes,no
530,@SharmaHDL Jaipur main Muslims ne jain shadi shuda aurat ka rape karke iska ghar lut gaye kiya hua.,no,no,yes,no
531,@narendramodi  fir to apme or congress me farak nahi 2019 me koi option dekhege dono muslim support karte ha vote bank ke liye i hate namo,yes,yes,yes,yes
532,"Sirf rape hi nahi kiya hrgay ko,manipulation karwake izzat ki dhachiya tak uda diya.kaam tak nahi mielga ab hrgay ko,career over hogaya.",no,no,yes,no
533,jetnay aap akhlaaq say ghir gaye ho hosakta hai aap agli baari keh day kay IK nay meri bewi ka rape kar leya thaa,no,no,yes,no
534,Hindu to rape karne ke baad bhi rehta hai ek criminal..What is ur point???,no,no,yes,no
535,"Yup and this is most disturbing part of this. Yaani yaar rape ho jaey, us larki ka koi na poochy k aagy uski life kysi guzray gi.",no,no,yes,no
536,"Dr.MMS,10 saal tho chup rahe aur barbaadi ke ore leke gaye Hindustan ko. Hindu terrorism ko staapit karne koshish kiya, ab kyon bol rahe ho?",no,no,no,no
537,"Asaram Bapu Ji per case banata hi nhi hai, FIR me rape ka ullekh nhi hai - DR Swamy.",no,no,yes,no
538,#Beyhadh Arjun uska sath de Raha h jisne uski wife ka rape krne ki kosish ki thi aur bache ko Tak mar deta. Bahaut shi ja Raha h,no,no,yes,no
539,iss tarrah na ahli nahin no sakti. haan kisi pr rape ka ilzaam lagwa do tu shayd,no,no,yes,no
540,Rutvik ji .. aap chale jaiye na border par. Bolna bhot aasan hota hai sir ji. Congress ki vajah se hi terrorism bada hai.,no,no,no,no
541,"Kaun hai eh bhai logo iska bhi rape kardo na, Bahut bechen hai eh mahila, shayed  peechlee janam ki esi icchaa hai iski.BJP k time do it https://twitter.com/SahilThoughts/status/892906767683903492 …",yes,no,yes,no
542,"Geeta ye nahi bolti ki ladkiyo ka rape kro, kisi jeev ki hatya kro, sayad aapne geeta to padhi lekin geeta ka arth nahi samjha",no,no,yes,no
543,Kaun rapper acha gaata hai bhai.  I hate all.  Bas music ka kachara karne aaye hai sab https://twitter.com/abhishek_119/status/893001788458225665 …,yes,yes,yes,yes
544,We pakhtoon hate @ayeshagulalai,yes,yes,yes,yes
545,Celeb ban jaon phr kr lena hate,yes,yes,yes,yes
546,Aparte aaggg  hate this,yes,yes,yes,yes
547,bhai kisne hate kia?,yes,yes,yes,no
548,India ki news chor pakistan ki news padh panchayat ne rape ke badle rape ka ailaan kiya tha,no,no,yes,no
549,aur tum kheen ya na kh do k shahbaz sherf ny mera rape kya ha,no,no,yes,no
550,#AyeshaGulalai ye tu woi bat ho gai key kal sunnly leon  bhi rape ka ilzam lagana start kar dey,no,no,yes,no
551,Annaji aapne kejriwalji ko kyu promote kiya? I now hate every person with Anna in name,yes,yes,yes,yes
552,Fazol tweet ki ha apne aqaawo ko khush krne...warna rape b ho jaye to tests sy pata chal jata ha wo evidence K tawar use hota ha..1,no,no,yes,no
553,"admi acha kaam kare to b bhakto k chati pe saanp lotne lagte k ye acha kyun karra.. Bhakto ko padwaoo to ye hate mongring,  lies chor dege",yes,yes,yes,yes
554,"#shopian shaheed e Hindustan ki shahadat zaya nahi jayegi, towards end of terrorism in #kashmir #jayhind #VandeMataram",yes,no,no,no
555,Ha di mei bhi shadi ki baad hi kerahata shadi ki baad hate story bilkul pasand nahi hai muje we've seen once na y again hate story aft shadi,yes,yes,yes,yes
556,Tum to saale bakri aur bhes ka rape kr dete hon hme sikha rhe ho saale khud ki saghi bheno ko chodte ho saale sewer ki aulad,no,no,yes,no
557,Alisha ahmad k rape aur phir os waqat kaha tha tera andar M.bin qasim,no,no,yes,no
558,we do appreciate bhai.. but kabhi kabhi achi filmo ko bhi aap rape kar dalte ho,no,no,yes,no
559,Matlab ke ab agar beef nahi kha sakte to cow ka hi rape kar daalo? #facepalmhttp://indianexpress.com/article/india/communal-tension-in-uttarakhand-town-after-man-caught-sexually-assaulting-a-calf-cow-4779369/ …,no,no,yes,no
560,Yaar I hate this weather  barish krwao ajati hun,yes,yes,yes,yes
561,Baapuji ne khud kaha tha ki 'Tihaar Jail Jaane Ka Man Ho Raha Hai'. Chalo tihaar na sahi Jail Toh Gaye.He has serious charges of rape.,no,no,yes,no
562,Haha sahi ho k. Twitter vari hate dekhda achammai vaisake.,yes,yes,yes,yes
563,North hate  North gatee,yes,yes,yes,no
564,Fawad ch wo bhai hai jiski behen ka rape hu raha ho tu boley ga behna mein ne tu bola tha sleeveless na phena aj woh bhi pink?  lanat,no,no,yes,no
565,Ye hmari gairatmand qoum Hai..inhy kch mat kahay plz. warna ye kabba m bethi hawa pay jism faroshi ka ilzam laga kar uska rape bhi karday gy,no,no,yes,no
566,"Gayathiri, raisa, julie enna Aarav ku security ah oviya rape pannama irukka",no,no,yes,no
567,But mujhe hate q karte ho,yes,yes,yes,yes
568,Wo gandagi khud krte hain but jab rape hojaye to wo b apni jahalat dikhate hain,yes,no,yes,no
569,abhi tou keh rhy thy pyar Hy ab hate you Kya ye khula tazad ni Hy,yes,yes,yes,yes
570,Tumhare yahan to bakri se bhi gadhe se bhi rape hota hai,no,no,yes,no
571,or jo madical rape date hain ..wo kidhar chorti ho,no,no,yes,no
572,tu ny gandi shakal banaie hoti rape victims ki tarhan ki,no,no,yes,no
573,Ek patni pr usko pr ye samaj ki kt putli hein jb chahe ladki ko maar diya jb chahe rape kr diya aur India,no,no,yes,no
574,aj ai nijum raate mone pore she fale asha din gulo kotha mone pore she sobuj a path mathe tmr hat dore hate chola din golo,yes,yes,yes,no
575,Viv ko ek din MS dikha hai 2nd day bhool jati hai ..hate this ..,yes,yes,yes,yes
576,Aryan Chaudhary par rape ke 2 case chal rahe hain @500urvashi @kapsology @narendramodi,no,no,yes,no
577,nahi.koun bola.I hate him,yes,yes,yes,yes
578,Kahi tu b unki yalgaaro ky natijy me paida howa hoga .. rape kar kay jafi pushti start howi jogi https://twitter.com/rananast/status/818533820957921281 …,yes,no,yes,no
579,yaha pe log apne fvrts ko support kam bani ko hate karne mei zyada zor laga thi hai,yes,yes,yes,yes
580,ki jo maggi ji se hate karte hain wo muslim hi hote hain,yes,yes,yes,yes
581,vo pta chalra h modiji ko jis vajah se hate kr re ho tum,yes,yes,yes,yes
582,"Imaam ke imaan ka rape ho gaya,  satak gaya hai gandu, imaam ko open challenge hai, aa jaa maidaan mein par naha ke aa###",yes,no,yes,no
583,Bhai...Indian bhulakkar hote he...San bhul hate he...notebandhhi...kya hua?,yes,yes,yes,yes
584,pagal ko kya hua aaj .. u hate emoji na??,yes,yes,yes,yes
585,sirf mannu manveer jaisi chugli wali Aunty ko lana or last tak le kr jana what d hell I hate mannu manveer,yes,yes,yes,yes
586,@Being_PreeTy karna bhai hate kar... mujhe bhi kar... taras raha hu tere hatred ke liye...,yes,yes,yes,yes
587,Congress ki Sarkar gai Usko 3 saal ho gaye par kuch bikau media Aaj bhi wo nhi bhul paye Chattichgadh 16 mahlia par rape huwa waha chup  https://twitter.com/patrkarravi/status/818432413852282880 …,yes,no,yes,no
588,ab hate karain ya love phunsay parray hain maanna tu parrega sardi nikli ja rahi hay,yes,yes,yes,no
589,@FCNitibhaKaul  i hate that frdship Bani is selfish woh kise ki frd nahi bna sakta 84 din tak bani ko nitibha nahi dekh kya,yes,yes,yes,yes
590,Hahhaah. I hate girls who call Bhai. Abby bhaee Bhai sirf apna sagaa zaati huta hai. Hr rah chalta Bhai Ni hta jisko Bhai banake bth jti hen,yes,yes,yes,yes
591,kitny logon say chudai karwai hay .kuty ki aulad.sari raat apna rape kara ka dosrun par bhonkti hu,no,no,yes,no
592,@onedroppoison saudi arab wale rules laao fr baat banegi .. rape ki saja me bechara usse hi hath dho baithega,no,no,yes,no
593,i Dnt hate anyone jo sach hay wohi bolrahihoon @Aarpee96,yes,yes,yes,yes
594,allergy kafi sahi word hai  hate it  https://twitter.com/virendersehwag/status/818301370075910144 …,yes,yes,yes,no
595,haan aur AAP ke neta to ration card dene ki evaz mein rape kar rahe hain!,no,no,yes,no
596,Kani fan koi bhi dikh jaye iske dramas se bttr hai I hate such negative peeps,yes,yes,yes,yes
597,Mery ankon me tum saf nazar hate o,yes,yes,yes,no
598,"veer ji, UPA govt woman security ke liye alag se woman bank khol rahi thi jaise bank me rape hote ho /1",no,no,yes,no
599,He he he!! I hate him so much na ke dil se nikalta hai https://twitter.com/GprachiPrachi/status/818389006987575296 …,yes,yes,yes,yes
600,jo bhi Hindu Ya muslims ka shabd bhi use Kare woh ache nahi Ho Sakta. He plays divide and hate politics.,yes,yes,yes,yes
601,"ye kis taraaki jel hai, kabhi keadi bhag hate hai to kabhi keadi ke ayse mamle same date hai.",yes,yes,yes,no
602,ghusa teesri shadi k baad thanda hoga i hate insafians  and love u miyaa sahib,yes,yes,yes,yes
603,Log Music me rap karte hain aur ye bhai music ka rape krte hain https://twitter.com/Jan1Nasir/status/817867099943174144 …,yes,no,yes,no
604,"Anna NTR ki,  Krishna ki jarigina rape tho polchukunte adhi pedha gang rape.",no,no,yes,no
605,woh nishant ki wajah se akkian AD ko troll karte hai incl me..dm me humari grp me yahi baat hoti hai nishant hate faila raha,yes,yes,yes,yes
606,ami ekjon soldier hoye oo police khuv hate kori...,yes,yes,yes,yes
607,ErriP thanani ki anthe leda? Ila anukune Palakollu lo lady chethi lo rape ki guri ayyadu.,no,no,yes,no
608,@raftaarmusic agar dum hai toh kuch ayese politican hai jinpe rape chargers hai unko jaake boalo na unpe mardani kyu nahi dekhate,yes,no,yes,no
609,Agar ye sab serious hote to ab tak nirbhaya rape case k dosio ko phansi ki saza ho chuki hoti aur aise logoe k dil me kanoon ka dar baithata,no,no,yes,no
610,Aki hii Ni hate speech @MajimajiKenya @nicmuhando @GhettoRadio895 #Brekkopic.twitter.com/LagW3wNcDw,yes,yes,yes,yes
