,text,is_hate_speech
437,usss mai yai likha tha k Rabia Anum ka rape bhi Imran Khan nai kiya. https://twitter.com/RabiaAnumm/status/893156437295329281 …,no
438,N pedomuhammed kya hai be? 09 saal ki aisha ka rape karne wala pedophile cum rapist. Aaj zinda hota to saale rapist ko lynch kar deti junta,yes
439,"tumne harneet mam ka IV nahi pada wahi bola tha, jab IPKKND band horaha tha tab harneet mam ne hate mail kiya tha gul mam ko",no
440,ke time gulmam ko hate mail kiya tha na? aap karo tho sahi hum karke tho galat,no
441,Nopes... Nahin hai .. Fans hate it and Haters hate it... Pata chal jaaega ki public ko kaise lag rahi hai,yes
442,I hate saajun...kya dikha rahe hai ye log,yes
443,@Harneetsin  i hate u aap #rikara fanse ke saath esa kyon kr rahe ho batao na agr #Ishqbaaaz me accha SS ni de sakte to #DBO fir start karo,yes
444,same I hate him too.....kamina abhi zameen se nikla nhi hai puri tarah aur harkate,yes
445,#Ishqbaaaz ye lo yrkkh ka ek aur promo de diya star plus ne Matlab iss show ka Har week promo aur ib ka ek bhi nahi. Really hate star plus,yes
446,Socho tableeli ki kb tak hum bhutto k name pe muhtrma k name pe vote dete rahe gaiy aor ye choor loog hmare khoon passinay ki kamai khate ha,no
447,Tum hate kaise kr liye...,no
448,Tmne kaha hai baki log bhi manein ge. Us pe kaha hai. Wese bhi I hate naeem ul haq. Acha hai is se tou jan chutay gi.,yes
449,Tere jaise chutyo ki wajah se srk ko hate krte sab .badha le hater .,no
450,Koi kuchh kare ham nahi maante e v M kuchh lochcha hai yadi e vm hate nahi to desh jal jaayega,no
451,Mere marnay ki ya hate deni ki?,no
452,Agr watan se har kism ka jurm/terrorism khatm krna hai or taraki dilani hai to watan se sare be-eman lutere siyasatdano ka khatma zaruri hai,no
453,Bhai ye log ye nara apni bahano ka rape karne me istemal karte h bas,no
454,"Bhaiya Jalore say Paani chLa gaya , ab kyu Jaa rahe ho . ppl hate you there",yes
455,Lodu sale terrorism Kya hota h Pakistan sari duniys ki dikha rha h. Band kar bhopadi ke. Saeed ke pille,no
456,kon rape aur aurton ko bech raha hai,no
457,I hate them  jeon seokjin  https://twitter.com/foreheadjeon/status/893114179560902657 …,no
458,Hate hate Babari DhamkakaGana In: http://youtu.be/PMTTrC8NDQA?a  via @YouTube,yes
459,Chavhanke toh roz rajnath se milta hai..nahi milega fir rape case reopen  Ho jayega,no
460,Jwahar khan isliye hate karta tha shree subhash Chandra bosh se pic.twitter.com/yNDPNEv2NF,yes
461,Ye wo ladkiyan hai jo badi asani se rape case laga deti hai,no
462,"Bhai tum apna sambhal lo, hum apne ka ker lete hain kuj. 2017 maen kitnay rape hoye mumbai maen??",no
463,Kat ke badh Anu hogi tere hate list main  https://twitter.com/variaholic/status/893177844464984064 …,no
464,"Barabar ho raha he actress ke sath, rape bhi hona chahiye actress ke satha sale bibhats sinc dete samay sochna chahiye",no
465,Hahah i hate this yaar. Garlic ki tou smell hi nahi jati hai,no
466,pti walayuchal rahay hain aik tweet pr...r dusri taraf noon walay apni party membr ka rape kar k mar dethay hain aur koee poochtha nahi..,no
467,India pak ka hamesha rape karta hai,no
468,#CongressFor2019  Sukanya KA fir rape hoga...woh to hote he rahte hain pic.twitter.com/aGng39a6yF,no
469,iska bhaiya rape kar ke bhag gaya hai.. isko kuch mila nahi isliye kafa hai,no
470,Is it okay to hate someone who is dead?,no
471,I hate you nawaz shareef dhoka dey dya tumny bhi aakhirsab corrupt mene party badal li am with ik now,yes
472,Usne toh sirf party Badli.... tere Khandaan ne toh wahi dharm apnaya jis dharm ke sainiko tere khandaan ka murder aur rape kiya ....,no
473,Guest house me rape ho kr qatal Hui hn,no
474,"Lucky you. I can bet vo mujhe kabhi bhi follow nhi karenge. Qki mein CA hu, jinko vo hate karte hain. ""Bahi Ko Sahi"" karne waale samajhdar h",yes
475,@sureshkumar8873 hate ko ghas Khe la ne gay a hai,no
476,Enhi fans ne sabhi ko SRK se hate karne pe majboor kar diya,yes
477,"Banda ek baar soch le ki chal khud ko Indian man lun, lekin yaar yeh lynching, rape, gau mutr, is sab ka bhoja kaun uthayega",no
478,Jis tarha quaid-e-azam par 1 larrki nay jhota rape ka case banaya tha train main..aj ausi darmay ko colourful adakaron pe shoot keya gaya.,no
479,"bhai sab thik hain..tum srk ko hate karte ho ,thik hai..but krk ko sir bol rahe ho,.....wtf...usli 90% fake followers hain...",yes
480,Madhav ji ..pak.kis tarah ki bhasha samajta hai aap to acchi tarah se jante hain..jab tak pak rahega cross boarder terrorism khatm nhi hoga.,no
481,Abbi abhi khabar aye hai bada inkishaf hua hai ke Imran Khan ke khilaf jhuta propaganda krne pr twitter ne hamid mir ka rape kr diya .,no
482,Iska  @iamsrk gang rape ho gaya,no
483,Ab raat ho gayi hai ghar sai bahar mat ana warna rape ho jai gi chal bhag bhosdiki,no
484,Kia wo rape sy barh kr Hai,no
485,I hate her yaar. Har koi issi ka name diye jaa raha ha. :/,yes
486,jesa khan begerat he wese hi hon ge in pojne wale i hate niazi pasha 2 no,yes
487,Mere jaan i hate geo..but hamid mir..Ik ka bht allaaw frend hai..dear koi girl media pay awen e ni ati..imran farsihta ni.insan hai..,yes
488,Now i hate aap or kejri ..ye chhal kinrajniti h,yes
489,pehlay tu yeh bata teri bhai ne teri bhen ka rape kiya tu usme se to nahi?salay chutiya log kaunsa zamanay mein rehtay hain. kali gand.,no
490,Padho tumhari terrorism padhyi. Ham to desh bhakt hi thik hai,no
491,Tu jakar apni bakriyon ki our gadho ki our apni panchayto ko rok jo jo ek kadki ka rape karwatebhai pure gaav ke saamne,no
492,#Beyhadh Arya fan par Arjun Kyu hate list me aate ja rhe ho.Maya k liye socha ki usko kaisa laga hoga bachpan me baap ab tum sab dhoke baaz,no
493,We hate naam sethi,yes
494,"Bhai nuksan , pain, izzat to sirf ek ladki ke he gyi, jisne rape kiya uska to kuch bhi nhai gya",no
495,aisa kuch nahi. I hate it.,yes
496,Tumche gambhirya disale amhala Mahad durghtnechya veli... Shame on Prakash Mehta...we hate corruption mind it.. guilty asal tar sodnar nahi,yes
497,Bhai tum log pehle apne mulk ko sudharo phir pakistan mein dekho india mein har din  rape hote hain googel pe yeh bhi zara dekho janab,no
498,Bhati sab ek foji ne asma jahngir ki sath rape kia tha air ek bacha hoa so adalat gye insaf ni mila tu ab wo media ko be na bteye had ha  https://twitter.com/arifhameed15/status/893143523901440000 …,no
499,LOLZZZ. is pagal rundistani k twitter pe kisne account banadiya. chosde ka apni gav mata ko bacha aur apni beti ko gang rape se.chal phut,no
500,I hate shopping not i go for it bas kabhi zbrdsti :( bhyi kya main khawateen k dabbay sy kharij hun?,yes
501,same 2 same neha mujhe bhi thand bohat lagti hai ñd i hate winter .  i wait 4 summer but abhi toh 5 mahine thand mein jeena hai .,yes
502,"Gau rakshak kahan hai, unki maata ka rape hogaya hai",no
503,@BeingSalmanKhan o jhandu balm Aaj mera Ek fauzi Bhai shaheed hua J&k me Islamic terrorism Ki goli se tu chutiya Aaj tweet nhi krega jhantu,no
504,Kitni shiddat se u hate pyar!,no
505,,yes
506,"@SharadYadavMP Party bana bhi loge to Bahut jaldi PM ban jaoge neta ji , Modi hate me pagal ho gaye ho Nitish ko akl aa gayee 20  mahine me",yes
507,Kasi haters gonnaa hate hate hate hate,no
508,"Bharat k musalmano ne har terrorism ko nakar diya,aj har din ap mobe bana kar nirdosh musalmano ki hatya kar rahe phir bhi Muslim silent",no
509,jab apka sabse acha friend he apka mazak bana ne lage to sumjh lo dosti naam ki koi chez nahi hote i hate u @Chutkla aap ko to maine apna,yes
510,"5)Pushpa i hate tamatar re ,bahut mahnge hai #TwistItUp",yes
511,"Peshawar ki clock idhar kyu dhika rahe ho, suna ki pak me sirf aur sirf bakri ko rape kar jata he",no
512,Dekh Tere sansar ki halat Kya hogai bhagwan k bachiye ko rape krha musalman pic.twitter.com/aFNtgX0uiG,no
513,Pushpa! I hate tinde ki sabzi re!,yes
514,Isko Allah ne aadesh diya hoga ya kuran Mai likha hoga ya khuda ye Tera kesa dhrm h jo Tu spne Mai aake rape krne ko khta h,no
515,1aurat ny pore Twitter ko ganda kar diya. Koi aysha ko batye rape hota hia tu medical bhi hota hia ilzam lagya hai tu sabot bhi dy,no
516,mujhe ludo se sirf Rt khani hai..i hate ludo,yes
517,Agar Allah na Karen Imran y Kisi aur ki Behan pe ESA ilzam hota kya saboot istarah mange hate kuch khuda Ka khof Karen,yes
518,@sardanarohit school me jbran islam Kabul karvane par chup? Aur vabdematarm pe jaise kisi ka rape ho gaya ho vaise behaviour karte hai.,no
519,school me ya kahi vandemataram bolne pe pure Bharat me jaise kisi kom par rape ho gaya ho vaise behaviour karte he.par school me islam kabul,no
520,"Asaram Bapu Ji per case banata hi nhi hai, FIR me rape ka ullek nhi hai - DR Swamy.",no
521,Vipaksh ko jab koi kaam nahi tha toh woh in ladkiyon KA huq cheen Liya.b4 UP WAS rape-molestation capital. CRIME KI DUNIYA KA BADSHAH tha,no
522,PMLN itni beghert party hai k ye kal @MaryamNSharif ko bhi Imran khan par rape ka ilzam lagany k lye bhol sakti hai be sharm nawaz ganja,no
523,Irony gaumata ke Naam per terrorism khud phela rakhey hai half chaddi aur half knowledge dangouras hai Islam duniya banne se lekar aaj tak,no
524,Bibi ko hate pasand hai,no
525,Yad hate hi honke pic.twitter.com/A2KPEq2xqh,no
526,Dekho bhai very simple jab kise bhi lady ka rape hoga to mera dost public place main zahir hai nai hoga kise soonsan jaga phir he hoga,no
527,The Nation hate Gulalai. Gulalai ne apna aur  apne saare khandan ka sar  sharam se  jhuka dia.  Lekin  sharam se to WO nawaqif hein.,yes
528,"N we hate u ,tereko log bas gaali dene ke liye follow karte hai...tu kabhi apne comments khol ke padta hai??Log kitni gaaliya dete h tujhe",yes
529,"mullah fatwa nikala Jai shree ram bolnepe , idhar to sasura Bachdeka rape kardia bolo un katuwa loganko fatwa nikale  @sardesairajdeephttps://twitter.com/NeetuGarg6/status/893003131793035264 …",no
530,Gula lai ko choro ye batao aysha ahad ka kiya bana jiska rape kia tha hamza shahbaz nay kiya ameer muqam nay usay cal q nahen ki,no
531,@SharmaHDL Jaipur main Muslims ne jain shadi shuda aurat ka rape karke iska ghar lut gaye kiya hua.,no
532,@narendramodi  fir to apme or congress me farak nahi 2019 me koi option dekhege dono muslim support karte ha vote bank ke liye i hate namo,yes
533,"Sirf rape hi nahi kiya hrgay ko,manipulation karwake izzat ki dhachiya tak uda diya.kaam tak nahi mielga ab hrgay ko,career over hogaya.",no
534,jetnay aap akhlaaq say ghir gaye ho hosakta hai aap agli baari keh day kay IK nay meri bewi ka rape kar leya thaa,no
535,Hindu to rape karne ke baad bhi rehta hai ek criminal..What is ur point???,no
536,"Yup and this is most disturbing part of this. Yaani yaar rape ho jaey, us larki ka koi na poochy k aagy uski life kysi guzray gi.",no
537,"Dr.MMS,10 saal tho chup rahe aur barbaadi ke ore leke gaye Hindustan ko. Hindu terrorism ko staapit karne koshish kiya, ab kyon bol rahe ho?",no
538,"Asaram Bapu Ji per case banata hi nhi hai, FIR me rape ka ullekh nhi hai - DR Swamy.",no
539,#Beyhadh Arjun uska sath de Raha h jisne uski wife ka rape krne ki kosish ki thi aur bache ko Tak mar deta. Bahaut shi ja Raha h,no
540,iss tarrah na ahli nahin no sakti. haan kisi pr rape ka ilzaam lagwa do tu shayd,no
541,Rutvik ji .. aap chale jaiye na border par. Bolna bhot aasan hota hai sir ji. Congress ki vajah se hi terrorism bada hai.,no
542,"Kaun hai eh bhai logo iska bhi rape kardo na, Bahut bechen hai eh mahila, shayed  peechlee janam ki esi icchaa hai iski.BJP k time do it https://twitter.com/SahilThoughts/status/892906767683903492 …",no
543,"Geeta ye nahi bolti ki ladkiyo ka rape kro, kisi jeev ki hatya kro, sayad aapne geeta to padhi lekin geeta ka arth nahi samjha",no
544,Kaun rapper acha gaata hai bhai.  I hate all.  Bas music ka kachara karne aaye hai sab https://twitter.com/abhishek_119/status/893001788458225665 …,yes
545,We pakhtoon hate @ayeshagulalai,yes
546,Celeb ban jaon phr kr lena hate,yes
547,Aparte aaggg  hate this,yes
548,bhai kisne hate kia?,no
549,India ki news chor pakistan ki news padh panchayat ne rape ke badle rape ka ailaan kiya tha,no
550,aur tum kheen ya na kh do k shahbaz sherf ny mera rape kya ha,no
551,#AyeshaGulalai ye tu woi bat ho gai key kal sunnly leon  bhi rape ka ilzam lagana start kar dey,no
552,Annaji aapne kejriwalji ko kyu promote kiya? I now hate every person with Anna in name,yes
553,Fazol tweet ki ha apne aqaawo ko khush krne...warna rape b ho jaye to tests sy pata chal jata ha wo evidence K tawar use hota ha..1,no
554,"admi acha kaam kare to b bhakto k chati pe saanp lotne lagte k ye acha kyun karra.. Bhakto ko padwaoo to ye hate mongring,  lies chor dege",yes
555,"#shopian shaheed e Hindustan ki shahadat zaya nahi jayegi, towards end of terrorism in #kashmir #jayhind #VandeMataram",no
556,Ha di mei bhi shadi ki baad hi kerahata shadi ki baad hate story bilkul pasand nahi hai muje we've seen once na y again hate story aft shadi,yes
557,Tum to saale bakri aur bhes ka rape kr dete hon hme sikha rhe ho saale khud ki saghi bheno ko chodte ho saale sewer ki aulad,no
558,Alisha ahmad k rape aur phir os waqat kaha tha tera andar M.bin qasim,no
559,we do appreciate bhai.. but kabhi kabhi achi filmo ko bhi aap rape kar dalte ho,no
560,Matlab ke ab agar beef nahi kha sakte to cow ka hi rape kar daalo? #facepalmhttp://indianexpress.com/article/india/communal-tension-in-uttarakhand-town-after-man-caught-sexually-assaulting-a-calf-cow-4779369/ …,no
561,Yaar I hate this weather  barish krwao ajati hun,yes
562,Baapuji ne khud kaha tha ki 'Tihaar Jail Jaane Ka Man Ho Raha Hai'. Chalo tihaar na sahi Jail Toh Gaye.He has serious charges of rape.,no
563,Haha sahi ho k. Twitter vari hate dekhda achammai vaisake.,yes
564,North hate  North gatee,no
565,Fawad ch wo bhai hai jiski behen ka rape hu raha ho tu boley ga behna mein ne tu bola tha sleeveless na phena aj woh bhi pink?  lanat,no
566,Ye hmari gairatmand qoum Hai..inhy kch mat kahay plz. warna ye kabba m bethi hawa pay jism faroshi ka ilzam laga kar uska rape bhi karday gy,no
567,"Gayathiri, raisa, julie enna Aarav ku security ah oviya rape pannama irukka",no
568,But mujhe hate q karte ho,yes
569,Wo gandagi khud krte hain but jab rape hojaye to wo b apni jahalat dikhate hain,no
570,abhi tou keh rhy thy pyar Hy ab hate you Kya ye khula tazad ni Hy,yes
571,Tumhare yahan to bakri se bhi gadhe se bhi rape hota hai,no
572,or jo madical rape date hain ..wo kidhar chorti ho,no
573,tu ny gandi shakal banaie hoti rape victims ki tarhan ki,no
574,Ek patni pr usko pr ye samaj ki kt putli hein jb chahe ladki ko maar diya jb chahe rape kr diya aur India,no
575,aj ai nijum raate mone pore she fale asha din gulo kotha mone pore she sobuj a path mathe tmr hat dore hate chola din golo,no
576,Viv ko ek din MS dikha hai 2nd day bhool jati hai ..hate this ..,yes
577,Aryan Chaudhary par rape ke 2 case chal rahe hain @500urvashi @kapsology @narendramodi,no
578,nahi.koun bola.I hate him,yes
579,Kahi tu b unki yalgaaro ky natijy me paida howa hoga .. rape kar kay jafi pushti start howi jogi https://twitter.com/rananast/status/818533820957921281 …,no
580,yaha pe log apne fvrts ko support kam bani ko hate karne mei zyada zor laga thi hai,yes
581,ki jo maggi ji se hate karte hain wo muslim hi hote hain,yes
582,vo pta chalra h modiji ko jis vajah se hate kr re ho tum,yes
583,"Imaam ke imaan ka rape ho gaya,  satak gaya hai gandu, imaam ko open challenge hai, aa jaa maidaan mein par naha ke aa###",no
584,Bhai...Indian bhulakkar hote he...San bhul hate he...notebandhhi...kya hua?,yes
585,pagal ko kya hua aaj .. u hate emoji na??,yes
586,sirf mannu manveer jaisi chugli wali Aunty ko lana or last tak le kr jana what d hell I hate mannu manveer,yes
587,@Being_PreeTy karna bhai hate kar... mujhe bhi kar... taras raha hu tere hatred ke liye...,yes
588,Congress ki Sarkar gai Usko 3 saal ho gaye par kuch bikau media Aaj bhi wo nhi bhul paye Chattichgadh 16 mahlia par rape huwa waha chup  https://twitter.com/patrkarravi/status/818432413852282880 …,no
589,ab hate karain ya love phunsay parray hain maanna tu parrega sardi nikli ja rahi hay,no
590,@FCNitibhaKaul  i hate that frdship Bani is selfish woh kise ki frd nahi bna sakta 84 din tak bani ko nitibha nahi dekh kya,yes
591,Hahhaah. I hate girls who call Bhai. Abby bhaee Bhai sirf apna sagaa zaati huta hai. Hr rah chalta Bhai Ni hta jisko Bhai banake bth jti hen,yes
592,kitny logon say chudai karwai hay .kuty ki aulad.sari raat apna rape kara ka dosrun par bhonkti hu,no
593,@onedroppoison saudi arab wale rules laao fr baat banegi .. rape ki saja me bechara usse hi hath dho baithega,no
594,i Dnt hate anyone jo sach hay wohi bolrahihoon @Aarpee96,yes
595,allergy kafi sahi word hai  hate it  https://twitter.com/virendersehwag/status/818301370075910144 …,no
596,haan aur AAP ke neta to ration card dene ki evaz mein rape kar rahe hain!,no
597,Kani fan koi bhi dikh jaye iske dramas se bttr hai I hate such negative peeps,yes
598,Mery ankon me tum saf nazar hate o,no
599,"veer ji, UPA govt woman security ke liye alag se woman bank khol rahi thi jaise bank me rape hote ho /1",no
600,He he he!! I hate him so much na ke dil se nikalta hai https://twitter.com/GprachiPrachi/status/818389006987575296 …,yes
601,jo bhi Hindu Ya muslims ka shabd bhi use Kare woh ache nahi Ho Sakta. He plays divide and hate politics.,yes
602,"ye kis taraaki jel hai, kabhi keadi bhag hate hai to kabhi keadi ke ayse mamle same date hai.",no
603,ghusa teesri shadi k baad thanda hoga i hate insafians  and love u miyaa sahib,yes
604,Log Music me rap karte hain aur ye bhai music ka rape krte hain https://twitter.com/Jan1Nasir/status/817867099943174144 …,no
605,"Anna NTR ki,  Krishna ki jarigina rape tho polchukunte adhi pedha gang rape.",no
606,woh nishant ki wajah se akkian AD ko troll karte hai incl me..dm me humari grp me yahi baat hoti hai nishant hate faila raha,yes
607,ami ekjon soldier hoye oo police khuv hate kori...,yes
608,ErriP thanani ki anthe leda? Ila anukune Palakollu lo lady chethi lo rape ki guri ayyadu.,no
609,@raftaarmusic agar dum hai toh kuch ayese politican hai jinpe rape chargers hai unko jaake boalo na unpe mardani kyu nahi dekhate,no
610,Agar ye sab serious hote to ab tak nirbhaya rape case k dosio ko phansi ki saza ho chuki hoti aur aise logoe k dil me kanoon ka dar baithata,no
611,Aki hii Ni hate speech @MajimajiKenya @nicmuhando @GhettoRadio895 #Brekkopic.twitter.com/LagW3wNcDw,yes
612,maro anankvadi IMAMO ko talwar se kat dena chahiye .hindustani hijre ho gaye hai .jitne IMAM hai wohi terrorism ko paida karte hai. https://twitter.com/01Karn/status/818169439451549701 …,no
613,Aur Shanghi Bhajpiye tab jaagte hain jab dange karna ho ya rape ya loot machana ho ya bomb banana ho. @_MiteshPatel @DalitRising,no
614,"Aur Shanghi Bhajpiye kewal tab jaagte hain jab danga karna ho, rape karna ho, loot machana ho ya bomb banana ho. @kamaaaa6 @_MiteshPatel https://twitter.com/kamaaaa6/status/818095365333352448 …",no
615,"ami jani amake onek manush onek hate kore, ami kintoo tader ke oneek oneek bhalobashi, Allah Malik Knows my... http://fb.me/7Ek3Y0X4U",no
616,"@bhak_sala Bhai Sir, Aapko spelling mistake me taklif hai 16 woman ko rape karne me nahi,na hi ek bhi tweet.@IndiaExplained",no
617,wo sala to baba hai asha ram ki tarha tabhi to us par bhi rape case laga hua hai. Kutte sirf bhaukte hi hai .....,no
618,I hate Nikolai https://twitter.com/boutvseries/status/818087682618327040 …,yes
619,Sheru meri jaan apne shakal dikha mujhe dekna hain tere ma ka rape ka outcome kya tha,no
620,kbhi India walo ki soch liya kro jo ladkiyon ke rape ho rhe h usse to rok nhi skte aap aur baat krte h,no
621,ab koi or dhund raha hai jo kuch time k liye tary sath theek ho or phir tujy hate krny lagy,yes
622,and i hate girls jo larkon k abuse karne k bawajood un se bat karti hain,yes
623,Aur kapil sir ka show dekh kar to sare gum door ho hate hai,yes
624,ma'am ye apne ek dum sahi kha hai logo ko smajhne ki zarurat hai rape netao ke nai ho rhe h bharat ki nanhi pario k ho rh h,no
625,I hate this word ek waqt tha jab mai is word ko sunne ke liye trash rahi thi but ab ghin aati hai is word se,no
626,@RoninADfan kyu be chakke rape ho gaya na Kalwe @ajaydevgn ka pic.twitter.com/j1mpOHQjlV,no
627,English bolne nahi aati toh uska rape toh mat karo.,no
628,aatak baadi tabhi hate gha jab ham aam public jokna rhe unpe kari nazar rakhe to aatak khtm ho jaaye gha,yes
629,"@SushmaSwaraj Madam- Aaj meri bahan ka rape kya gaya ha. wo 21 saal ki mentally and physically challenged hai, mujhe aap ke mdt ki jarurat",no
630,Himesh !! I hate him !! Kya mike laga ke Rakha Hai Kya gale mein,yes
631,@ArunbajpaiRajan eakdam sahi kha pta nahi kab hate ghi aesa soch,no
632,Bhai hate ni pyar phailata ha or jo pyar se nhi manta na wo usme itne ched karta ha ki wo confused ho jata ha ki sans kaha se le aur....? https://twitter.com/BeingSalmanKhan/status/818114483524665344 …,no
633,Punjab me terrorism ki jimmebar to bjp ki dost log he  jhooth ki bhi ek had hoti he,no
634,Pakistan me rape nahi hotey kya rape ek mard karta he phir chahe kisi bhi mazhab ka ho,no
635,Chiiii....I hate him...Mr.Gupta https://twitter.com/ViniMehra1/status/818132809051205633 …,yes
636,hamare yahan yeh crime hai tumhari tarah mard ka hak nahi hai isliye hum ise rape kehtey hain aur report kartey hain.,no
637,muslim kafiron sa phir bhi lakh guna achy ha tumhary hindu india main her jaga rape kar rahy hai un per bat karo,no
638,Aur koi arguement kar lo .. reh gaya hai tou... saara din kis ka ser khaati ho? Bestie hate you... yeh bhi tweet ker rahi hain...,yes
639,PM apna Vada Nebhae Bename Sampatte RakhneWalon ko Paker ker Unke Sampatte Raj-Sat kare Peche na hate @PMOIndia @HMOIndia @aajtak @BBCHindi,yes
640,@narendramodi Sir meri chhoti  bahan ka rape aaj hua hai.,no
641,#IndoUsTies #terrorism #ModiObama,no
642,"@narendramodi Sir, Mere behan ka rape hua hai. aaj mere gaon mein gav ke hi ek aadmi ne rape kiya hai. please meri mdt kare.",no
643,taagi padipoyina amayini cheste rape e avuddi,no
644,sasti lokpriyeta ke liye chote sale Modi ji per galat salat.jhuta mudda it hate rahta hai,yes
645,Lolwa hate toh mai bhi nahi karta...lekin ainvey hi,no
646,madam Ji hate krne k lie phle 50+ seats le aao loksabha m,no
647,Ghaaaad  pashagitun jud daw ug rape,no
648,haan sach mein @drramansingh to bilkul modi ji andhe ban gye 16 tribals ke rape par. waha to polity ka natak nahi hoga sayda?,no
649,Vo bhi rape k maze le rhi hai,no
650,tum laave ho maulana tumhara rape kissi aur se nai hota dekh sakta main  khud kerna parta hai,no
651,I hate bani nafrat krta hu mai tujse tune bhai se Attitude se bt ki i hate uuuuu bani kuttiya,yes
652,Agar third eye insan dare to rape case zero ho jaye n sare imandar hojaye,no
653,Pehle ashram mai jo rape kar rahe hai baba log 16000 larkiyon ka unhe to bacha le,no
654,@sardanarohit sir mai purnea bihar ka hu yaha 1 hindu ke sath 4 muslim ne rape kr ke mar dala ... Postmartam report v change kera diya gya hai...Koi kuch nhi kr raha,yes
655,"Abe gaddar tu sirf Hindu k khilaf hi qu bolta h, dum  h to Muslim logo ne Kashmir girls ka rape kiya tha uspar b bol",no
656,Jyada nhi 5 degree se niche nhi jata  i hate it abhi 15 degree hai btao i was temp in minus,yes
657,Meri tl pe shadeed mohabbat ka virus phelta hua dikhai de raha tha... to main ne unfollow kr diya... mohabbat k thekedaar apna karobaar kisi aur ki tl pe chamkaen... i hate love.,yes
658,Aur Madarse me Maulvi rape karte hain to owaisi aur tere jaise log un Maulviyon ke support me aate hain. Hai na ? https://twitter.com/AshraffSalman/status/945024003193831429 …,yes
659,Pakistan bhi khareed lena jab aukaat itni hojae magar pehley in paison se toilets banwao or larkiyon ko kapre pehnao poori tarhan taky rape km hon or gandagi bhi . https://twitter.com/I_Atheist_/status/944636139029266432 …,no
660,Are aisa kuch nahi hai bhai mai abhi bhi SRK ka hi fan hoon or rahunga but ab akki ko bhi respect krta hoon kyuki hate krne ka koi reason hai hi nahi,no
661,"Ab allhaa Jane Pakistan ka kya hoga. Majhab or peson ke liye terrorism felane bale jab desh ke politics aa rahe hain, a sa lag raha he ke jese, ""suraj west se nikla hey"".... Chor ke haat mein tijori Dene jesi bat ho gayi, ya phir kehelo ki billi ko machhli ki rakhbali karne ko",yes
662,Religion ab peace se jyada hate failane ke liye use hota hai.,no
663,"jitni drama hai utni hi ghatiya, kud dry fruits bed me chupakar khati ho aur vikash ka khana dekhti ho. uske chalne ka majak banaya vikash ne video dekha fir v issue nahi banaya aur tumhari chal se lagta hai ki delivery k bad aunty aa rahi hai. I hate you. https://twitter.com/hinakhanfc_/status/944617612134117376 …",yes
664,1971 mai india se chode Gaye 90k Pakistanis army men se puchna bina rape ke liye rape kaise hota hai,no
665,Ashram me rape karna sikhya jata hai sabko malum hai,no
666,Bhai ko koi kese hate kr skta,no
667,aisa koi baat nai hai.aise logo ka mai suport nai karta.aise rapist ko kutte ki maut dena chahiye. sirf yeh bolke nai jo rape karta hai usko,yes
668,U know aise gatiya fanz ki bagah se shilpa ko bahot log hate karta hai jab dekho bina baat ki gali dena n unrespect karna hadh hai brainless ppl,yes
669,To bhi dhiyan rakh kahin teri izat na lut jy tera rape na ho jay....haha,no
670,Khud Kisi ko hate krte ho to apne AAP ko ya apne perception badal paate ho,no
671,Itni nafrat to kya to Pakistan ke atankwadio mein dekhe ko milte h ya aap mein. Sirji jis thali mein khate ho usi mein ched karne ka plan h kya? Lag raha h iski gaddari par chhabuk chala h jo itna tilmila rahe h,yes
672,shweta mamitni izat denay walay rape nhe krty bharvay,no
673,"Padmavati pr film banaoge zinda jala denge, naak kat denge, aashram mai rape karo, acid attack kro, koi nahi,",yes
674,1400 saal phle koi peg wala amber ek 9 saal ki ladki ka rape kia ab kisi ka khoon khol rha hain kya ?????,yes
675,Tu madras chaap jahil ki baat krega khud ki ammi khala behen ka rape karta hai halala karta allah chillane wala aatanki hota hain aur tu hain woh aatanki samjha bete,yes
676,Didi hate toh @Swamy39  bhi karte hain.. unpe kuch comment karoge,no
677,"In BeHENc**do ke ghar pe hi adhe rape hote hai, jo report nahi hote honge aur ye dusro ke ghar pe jhakte he.. chaman c***.",yes
678,bina deepika kabhi 140c nahi dekhe chadarmod @iamsrk ne tiger ne hakle ke career ka rape kar diya 3.5 din me aur tu ATG ka moot pee raha? tere star ko bol ek clean hit deke dikhaye chakke @SRKsDaring,no
679,"Modi NE kon sa promise poora Kiya?ab Tak kitne sainik mare? Kitni ladki ka rape hua? Kitne log vaise he maar diye gaye, note banddi me 140 log maare gaye, in sab pe white paper tera chacha nikaalega?",yes
680,Yasss.... Power of hina fans.. Proud to be one of them..  churan  patliya darr gaya.. Aukat nahi hai uski ki itne fans ho uske infct uske fans hi usko ab hate kar rahe hai unhone b zillat k laddu khilaye hai..  https://twitter.com/OfficialMeher/status/945326094139449344 …,no
681,Ek hota he hate or ek hota he love.....love ki Nazar  to he Shilpa ji.,no
682,"Bki hate ho,wo hate wala Nazar kiske lya he yea samajh ne k lya app kafi samajhdar he.",no
683,Chup kar ...kya kuch nhi boli shilpa se uski baad v woh chup rahi thi aur tumhe khana di thi...hate u @ArshiKhan & never want to see u again,yes
684,Ye terrorism toh band karoge lekin ye feminist ke aatank se kaise bachoge,no
685,Pyaar sai hate kertay hain na,yes
